"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX"
"20151","02792005",19,0,"1",.,"A"
"20151","02792065",27,0,"1",.,"A"
"20151","02792075",19,0,"1",.,"A"
"20151","02792095",19,0,"1",.,"A"
"20151","02792115",26,0,"1",.,"A"
"20151","02792125",17,0,"1",.,"A"
"20151","02792155",23,0,"1",.,"A"
"20151","02792225",12,0,"1",.,"A"
"20151","02792245",45,0,"1",.,"A"
"20151","02792265",16,0,"1",75,"D"
"20151","02792275",35,0,"1",.,"A"
"20151","02792295",26,0,"1",.,"A"
"20151","02792335",20,0,"1",.,"A"
"20151","02792385",19,0,"1",.,"A"
"20151","02792415",21,0,"1",.,"A"
"20151","02792435",19,0,"1",.,"A"
"20151","02792455",8,0,"1",.,"A"
"20151","02792525",70,0,"1",.,"A"
"20151","02792585",14,0,"1",.,"A"
"20151","02792595",42,0,"1",.,"A"
"20151","02792605",20,0,"1",.,"A"
"20151","02792645",86,0,"1",.,"A"
"20151","02792725",30,0,"1",.,"A"
"20151","02792755",22,0,"1",.,"A"
"20151","02792805",49,0,"1",.,"A"
"20151","02792815",60,0,"1",6,"D"
"20151","02792825",74,0,"1",.,"A"
"20151","02792885",29,0,"1",.,"A"
"20151","02792925",62,0,"1",.,"A"
"20151","02792955",43,0,"1",.,"A"
"20151","02793075",13,0,"1",.,"A"
"20151","02793085",40,0,"1",.,"A"
"20151","02793125",39,0,"1",.,"A"
"20151","02793155",28,0,"1",.,"A"
"20151","02793225",36,0,"1",.,"A"
"20151","02793235",56,0,"1",.,"A"
"20151","02793245",43,0,"1",.,"A"
"20151","02793255",53,0,"1",.,"A"
"20151","02793275",46,0,"1",40,"D"
"20151","02793345",36,0,"1",.,"A"
"20151","02793355",22,0,"1",.,"A"
"20151","02793385",25,0,"1",.,"A"
"20151","02793455",14,0,"1",.,"A"
"20151","02793465",23,0,"1",.,"A"
"20151","02793475",29,0,"1",.,"A"
"20151","02793495",44,0,"1",.,"A"
"20151","02793515",43,0,"1",.,"A"
"20151","02793525",12,0,"1",50,"D"
"20151","02793585",37,0,"1",.,"A"
"20151","02793645",18,0,"1",.,"A"
"20151","02793775",11,0,"1",.,"A"
"20151","02793795",30,0,"1",.,"A"
"20151","02793805",23,0,"1",.,"A"
"20151","02793815",42,0,"1",.,"A"
"20151","02793855",50,0,"1",.,"A"
"20151","02793985",40,0,"1",.,"A"
"20151","02794015",50,0,"1",.,"A"
"20151","02794075",20,0,"1",.,"A"
"20151","02794095",37,0,"1",.,"A"
"20151","02794105",12,0,"1",.,"A"
"20151","02794145",39,0,"1",.,"A"
"20151","02794155",73,0,"1",.,"A"
"20151","02794165",40,0,"1",.,"A"
"20151","02794175",12,0,"1",.,"A"
"20151","02794205",49,0,"1",.,"A"
"20151","02794315",80,0,"1",.,"A"
"20151","02794335",56,0,"1",.,"A"
"20151","02794365",28,0,"1",.,"A"
"20151","02794385",29,0,"1",.,"A"
"20151","02794405",36,0,"1",.,"A"
"20151","02794445",45,0,"1",.,"A"
"20151","02794505",3,0,"1",.,"A"
"20151","02794565",18,0,"1",.,"A"
"20151","02794585",10,0,"1",.,"A"
"20151","02794635",23,0,"1",.,"A"
"20151","02794715",22,0,"1",.,"A"
"20151","02794755",24,0,"1",.,"A"
"20151","02794815",32,0,"1",.,"A"
"20151","02794825",14,0,"1",.,"A"
"20151","02794855",32,0,"1",.,"A"
"20151","02794935",19,0,"1",.,"A"
"20151","02794955",30,0,"1",.,"A"
"20151","02794975",32,0,"1",.,"A"
"20151","02795105",24,0,"1",.,"A"
"20151","02795155",29,0,"1",.,"A"
"20151","02795165",83,0,"1",.,"A"
"20151","02795195",11,0,"1",.,"A"
"20151","02795205",77,0,"1",.,"A"
"20151","02795255",18,0,"1",.,"A"
"20151","02795295",18,0,"1",.,"A"
"20151","02795315",33,0,"1",.,"A"
"20151","02795335",17,0,"1",.,"A"
"20151","02795365",17,0,"1",10,"D"
"20151","02795445",33,0,"1",.,"A"
"20151","02795455",36,0,"1",.,"A"
"20151","02795465",53,0,"1",.,"A"
"20151","02795515",37,0,"1",.,"A"
"20151","02795615",50,0,"1",.,"A"
"20151","02795645",12,0,"1",.,"A"
"20151","02795695",38,0,"1",.,"A"
"20151","02795715",50,0,"1",.,"A"
"20151","02795735",11,0,"1",.,"A"
"20151","02795865",29,0,"1",.,"A"
"20151","02795875",30,0,"1",.,"A"
"20151","02796055",24,0,"1",.,"A"
"20151","02796085",50,0,"1",.,"A"
"20151","02796105",15,0,"1",.,"A"
"20151","02796125",30,0,"1",.,"A"
"20151","02796205",39,0,"1",.,"A"
"20151","02796225",16,0,"1",.,"A"
"20151","02796235",70,0,"1",.,"A"
"20151","02796245",75,0,"1",.,"A"
"20151","02796255",15,0,"1",.,"A"
"20151","02796265",39,0,"1",.,"A"
"20151","02796275",43,0,"1",.,"A"
"20151","02796395",29,0,"1",.,"A"
"20151","02796415",12,0,"1",.,"A"
"20151","02796465",15,0,"1",0,"D"
"20151","02796475",8,0,"1",.,"A"
"20151","02796485",39,0,"1",.,"A"
"20151","02796555",55,0,"1",.,"A"
"20151","02796565",29,0,"1",.,"A"
"20151","02796575",18,0,"1",.,"A"
"20151","02796585",17,0,"1",.,"A"
"20151","02796595",74,0,"1",.,"A"
"20151","02796605",29,0,"1",.,"A"
"20151","02796625",36,0,"1",.,"A"
"20151","02796645",18,0,"1",.,"A"
"20151","02796735",29,0,"1",.,"A"
"20151","02796765",53,0,"1",.,"A"
"20151","02796775",58,0,"1",.,"A"
"20151","02796785",9,0,"1",.,"A"
"20151","02796795",13,0,"1",.,"A"
"20151","02796815",25,0,"1",.,"A"
"20151","02796885",62,0,"1",.,"A"
"20151","02796925",50,0,"1",.,"A"
"20151","02796935",12,0,"1",.,"A"
"20151","02796945",37,0,"1",20,"D"
"20151","02796995",18,0,"1",.,"A"
"20151","02797025",27,0,"1",.,"A"
"20151","02797045",14,0,"1",.,"A"
"20151","02797085",29,0,"1",.,"A"
"20151","02797145",21,0,"1",.,"A"
"20151","02797195",40,0,"1",.,"A"
"20151","02797215",26,0,"1",.,"A"
"20151","02797235",31,0,"1",.,"A"
"20151","02797315",26,0,"1",.,"A"
"20151","02797325",16,0,"1",.,"A"
"20151","02797385",34,0,"1",.,"A"
"20151","02797405",72,0,"1",.,"A"
"20151","02797475",64,0,"1",.,"A"
"20151","02797525",34,0,"1",.,"A"
"20151","02797585",35,0,"1",25,"D"
"20151","02797645",7,0,"1",.,"A"
"20151","02797655",39,0,"1",.,"A"
"20151","02797675",41,0,"1",0,"D"
"20151","02797695",30,0,"1",.,"A"
"20151","02797725",37,0,"1",.,"A"
"20151","02797735",40,0,"1",.,"A"
"20151","02797805",20,0,"1",.,"A"
"20151","02797885",26,0,"1",.,"A"
"20151","02797895",58,0,"1",.,"A"
"20151","02797915",32,0,"1",.,"A"
"20151","02797935",20,0,"1",.,"A"
"20151","02797995",19,0,"1",.,"A"
"20151","02798005",24,0,"1",20,"D"
"20151","02798035",52,0,"1",.,"A"
"20151","02798045",22,0,"1",.,"A"
"20151","02798065",24,0,"1",.,"A"
"20151","02798075",87,0,"1",.,"A"
"20151","02798085",33,0,"1",100,"D"
"20151","02798135",19,0,"1",.,"A"
"20151","02798155",18,0,"1",.,"A"
"20151","02798175",21,0,"1",.,"A"
"20151","02798195",27,0,"1",.,"A"
"20151","02798225",35,0,"1",.,"A"
"20151","02798275",28,0,"1",70,"D"
"20151","02798305",14,0,"1",.,"A"
"20151","02798315",38,0,"1",.,"A"
"20151","02798335",29,0,"1",.,"A"
"20151","02798395",7,0,"1",.,"A"
"20151","02798405",49,0,"1",180,"D"
"20151","02798425",32,0,"1",.,"A"
"20151","02798465",28,0,"1",.,"A"
"20151","02798555",29,0,"1",.,"A"
"20151","02798615",33,0,"1",.,"A"
"20151","02798665",58,0,"1",.,"A"
"20151","02798675",22,0,"1",.,"A"
"20151","02798695",50,0,"1",1200,"D"
"20151","02798735",42,0,"1",.,"A"
"20151","02798755",44,0,"1",.,"A"
"20151","02798785",17,0,"1",.,"A"
"20151","02798805",47,0,"1",.,"A"
"20151","02798835",51,0,"1",.,"A"
"20151","02798855",33,0,"1",.,"A"
"20151","02798865",43,0,"1",.,"A"
"20151","02798985",27,0,"1",.,"A"
"20151","02799005",16,0,"1",.,"A"
"20151","02799035",30,0,"1",.,"A"
"20151","02799085",17,0,"1",.,"A"
"20151","02799095",39,0,"1",.,"A"
"20151","02799135",49,0,"1",.,"A"
"20151","02799265",21,0,"1",.,"A"
"20151","02799365",20,0,"1",.,"A"
"20151","02799385",18,0,"1",.,"A"
"20151","02799395",36,0,"1",.,"A"
"20151","02799445",15,0,"1",.,"A"
"20151","02799455",84,0,"1",.,"A"
"20151","02799475",51,0,"1",.,"A"
"20151","02799495",52,0,"1",.,"A"
"20151","02799525",35,0,"1",30,"D"
"20151","02799555",20,0,"1",.,"A"
"20151","02799605",28,0,"1",.,"A"
"20151","02799625",31,0,"1",.,"A"
"20151","02799685",28,0,"1",.,"A"
"20151","02799695",44,0,"1",.,"A"
"20151","02799745",24,0,"1",.,"A"
"20151","02799765",15,0,"1",.,"A"
"20151","02799775",23,0,"1",.,"A"
"20151","02799785",32,0,"1",.,"A"
"20151","02799815",30,0,"1",.,"A"
"20151","02799835",51,0,"1",.,"A"
"20151","02799855",19,0,"1",.,"A"
"20151","02799865",36,0,"1",.,"A"
"20151","02799885",8,0,"1",.,"A"
"20151","02799895",26,0,"1",.,"A"
"20151","02799905",22,0,"1",.,"A"
"20151","02799935",33,0,"1",.,"A"
"20151","02799965",26,0,"1",.,"A"
"20151","02799975",24,0,"1",.,"A"
"20151","02799985",32,0,"1",.,"A"
"20151","02800005",36,0,"1",.,"A"
"20151","02800065",52,0,"1",.,"A"
"20151","02800085",17,0,"1",.,"A"
"20151","02800125",44,0,"1",.,"A"
"20151","02800145",44,0,"1",.,"A"
"20151","02800175",88,0,"1",.,"A"
"20151","02800185",23,0,"1",.,"A"
"20151","02800265",70,0,"1",.,"A"
"20151","02800285",31,0,"1",.,"A"
"20151","02800305",10,0,"1",.,"A"
"20151","02800335",54,0,"1",.,"A"
"20151","02800385",45,0,"1",.,"A"
"20151","02800425",58,0,"1",.,"A"
"20151","02800445",57,0,"1",.,"A"
"20151","02800485",41,0,"1",.,"A"
"20151","02800545",34,0,"1",.,"A"
"20151","02800555",31,0,"1",.,"A"
"20151","02800575",32,0,"1",.,"A"
"20151","02800595",32,0,"1",.,"A"
"20151","02800605",22,0,"1",.,"A"
"20151","02800665",27,0,"1",.,"A"
"20151","02800725",62,0,"1",.,"A"
"20151","02800775",21,0,"1",.,"A"
"20151","02800805",23,0,"1",.,"A"
"20151","02800845",25,0,"1",.,"A"
"20151","02800895",20,0,"1",.,"A"
"20151","02800965",21,0,"1",.,"A"
"20151","02800985",14,0,"1",.,"A"
"20151","02801015",35,0,"1",.,"A"
"20151","02801045",48,0,"1",.,"A"
"20151","02801065",45,0,"1",.,"A"
"20151","02801085",44,0,"1",.,"A"
"20151","02801145",24,0,"1",.,"A"
"20151","02801185",31,0,"1",.,"A"
"20151","02801275",37,0,"1",10,"D"
"20151","02801305",21,0,"1",.,"A"
"20151","02801355",30,0,"1",.,"A"
"20151","02801495",32,0,"1",40,"D"
"20151","02801505",34,0,"1",.,"A"
"20151","02801575",54,0,"1",0,"D"
"20151","02801625",62,0,"1",.,"A"
"20151","02801685",86,0,"1",.,"A"
"20151","02801705",25,0,"1",.,"A"
"20151","02801765",96,0,"1",.,"A"
"20151","02801775",28,0,"1",.,"A"
"20151","02801805",10,0,"1",.,"A"
"20151","02801825",52,0,"1",.,"A"
"20151","02801845",54,0,"1",.,"A"
"20151","02801865",30,0,"1",.,"A"
"20151","02801925",105,0,"1",.,"A"
"20151","02801955",33,0,"1",.,"A"
"20151","02801985",14,0,"1",.,"A"
"20151","02802045",19,0,"1",.,"A"
"20151","02802075",25,0,"1",.,"A"
"20151","02802095",22,0,"1",.,"A"
"20151","02802175",62,0,"1",.,"A"
"20151","02802195",46,0,"1",.,"A"
"20151","02802235",15,0,"1",.,"A"
"20151","02802335",26,0,"1",.,"A"
"20151","02802345",30,0,"1",.,"A"
"20151","02802475",8,0,"1",.,"A"
"20151","02802485",12,0,"1",.,"A"
"20151","02802585",40,0,"1",.,"A"
"20151","02802735",16,0,"1",.,"A"
"20151","02802755",42,0,"1",.,"A"
"20151","02802795",11,0,"1",.,"A"
"20151","02802895",19,0,"1",.,"A"
"20151","02802915",71,0,"1",153,"D"
"20151","02802945",31,0,"1",.,"A"
"20151","02802955",19,0,"1",.,"A"
"20151","02802995",40,0,"1",.,"A"
"20151","02803065",21,0,"1",.,"A"
"20151","02803085",9,0,"1",.,"A"
"20151","02803115",53,0,"1",.,"A"
"20151","02803205",30,0,"1",.,"A"
"20151","02803215",9,0,"1",.,"A"
"20151","02803255",28,0,"1",.,"A"
"20151","02803265",30,0,"1",.,"A"
"20151","02803415",56,0,"1",30,"D"
"20151","02803445",27,0,"1",.,"A"
"20151","02803455",24,0,"1",.,"A"
"20151","02803545",19,0,"1",.,"A"
"20151","02803565",33,0,"1",.,"A"
"20151","02803645",44,0,"1",.,"A"
"20151","02803665",49,0,"1",.,"A"
"20151","02803745",86,0,"1",.,"A"
"20151","02803775",20,0,"1",.,"A"
"20151","02803835",26,0,"1",.,"A"
"20151","02803845",6,0,"1",.,"A"
"20151","02803855",30,0,"1",.,"A"
"20151","02804085",85,0,"1",.,"A"
"20151","02804185",29,0,"1",30,"D"
"20151","02804225",52,0,"1",.,"A"
"20151","02804255",48,0,"1",.,"A"
"20151","02804345",27,0,"1",.,"A"
"20151","02804435",36,0,"1",.,"A"
"20151","02804455",78,0,"1",.,"A"
"20151","02804505",47,0,"1",.,"A"
"20151","02804575",66,0,"1",.,"A"
"20151","02804585",8,0,"1",.,"A"
"20151","02804615",10,0,"1",.,"A"
"20151","02804685",6,0,"1",.,"A"
"20151","02804705",46,0,"1",.,"A"
"20151","02804715",21,0,"1",.,"A"
"20151","02804775",54,0,"1",.,"A"
"20151","02804795",13,0,"1",.,"A"
"20151","02804865",51,0,"1",.,"A"
"20151","02804955",37,0,"1",.,"A"
"20151","02805045",34,0,"1",.,"A"
"20151","02805075",29,0,"1",.,"A"
"20151","02805115",17,0,"1",.,"A"
"20151","02805185",42,0,"1",.,"A"
"20151","02805195",28,0,"1",.,"A"
"20151","02805205",12,0,"1",.,"A"
"20151","02805215",24,0,"1",.,"A"
"20151","02805305",67,0,"1",.,"A"
"20151","02805315",17,0,"1",.,"A"
"20151","02805325",42,0,"1",.,"A"
"20151","02805345",108,0,"1",.,"A"
"20151","02805385",55,0,"1",.,"A"
"20151","02805395",4,0,"1",.,"A"
"20151","02805465",12,0,"1",.,"A"
"20151","02805495",75,0,"1",.,"A"
"20151","02805505",24,0,"1",.,"A"
"20151","02805515",30,0,"1",.,"A"
"20151","02805525",18,0,"1",.,"A"
"20151","02805545",27,0,"1",.,"A"
"20151","02805555",51,0,"1",.,"A"
"20151","02805565",70,0,"1",.,"A"
"20151","02805585",32,0,"1",30,"D"
"20151","02805605",36,0,"1",.,"A"
"20151","02805635",49,0,"1",.,"A"
"20151","02805645",47,0,"1",.,"A"
"20151","02805705",16,0,"1",.,"A"
"20151","02805745",61,0,"1",.,"A"
"20151","02805755",33,0,"1",.,"A"
"20151","02805815",17,0,"1",.,"A"
"20151","02805835",12,0,"1",.,"A"
"20151","02805875",58,0,"1",.,"A"
"20151","02805905",26,0,"1",.,"A"
"20151","02805945",42,0,"1",.,"A"
"20151","02805985",41,0,"1",.,"A"
"20151","02806085",34,0,"1",.,"A"
"20151","02806095",20,0,"1",.,"A"
"20151","02806125",50,0,"1",.,"A"
"20151","02806185",54,0,"1",.,"A"
"20151","02806195",40,0,"1",.,"A"
"20151","02806245",43,0,"1",.,"A"
"20151","02806325",24,0,"1",.,"A"
"20151","02806335",26,0,"1",.,"A"
"20151","02806345",47,0,"1",.,"A"
"20151","02806355",62,0,"1",.,"A"
"20151","02806385",19,0,"1",.,"A"
"20151","02806435",56,0,"1",.,"A"
"20151","02806475",31,0,"1",.,"A"
"20151","02806565",19,0,"1",.,"A"
"20151","02806815",41,0,"1",.,"A"
"20151","02806845",26,0,"1",.,"A"
"20151","02806855",45,0,"1",.,"A"
"20151","02806925",43,0,"1",.,"A"
"20151","02806995",34,0,"1",.,"A"
"20151","02807025",42,0,"1",.,"A"
"20151","02807065",24,0,"1",.,"A"
"20151","02807085",30,0,"1",.,"A"
"20151","02807125",45,0,"1",.,"A"
"20151","02807155",25,0,"1",.,"A"
"20151","02807165",20,0,"1",120,"D"
"20151","02807175",28,0,"1",.,"A"
"20151","02807215",21,0,"1",.,"A"
"20151","02807225",6,0,"1",.,"A"
"20151","02807245",21,0,"1",.,"A"
"20151","02807265",40,0,"1",.,"A"
"20151","02807275",20,0,"1",.,"A"
"20151","02807305",31,0,"1",.,"A"
"20151","02807325",30,0,"1",.,"A"
"20151","02807405",28,0,"1",.,"A"
"20151","02807475",27,0,"1",.,"A"
"20151","02807495",31,0,"1",.,"A"
"20151","02807505",34,0,"1",.,"A"
"20151","02807555",61,0,"1",0,"D"
"20151","02807605",53,0,"1",.,"A"
"20151","02807615",29,0,"1",.,"A"
"20151","02807645",44,0,"1",113,"D"
"20151","02807665",56,0,"1",.,"A"
"20151","02807685",19,0,"1",.,"A"
"20151","02807805",12,0,"1",.,"A"
"20151","02807815",67,0,"1",.,"A"
"20151","02807855",30,0,"1",.,"A"
"20151","02807875",30,0,"1",.,"A"
"20151","02807885",37,0,"1",.,"A"
"20151","02807895",27,0,"1",.,"A"
"20151","02807905",48,0,"1",.,"A"
"20151","02807915",83,0,"1",.,"A"
"20151","02807935",80,0,"1",.,"A"
"20151","02807945",9,0,"1",.,"A"
"20151","02807955",31,0,"1",.,"A"
"20151","02807965",58,0,"1",.,"A"
"20151","02807995",15,0,"1",.,"A"
"20151","02808025",39,0,"1",.,"A"
"20151","02808135",40,0,"1",.,"A"
"20151","02808165",60,0,"1",.,"A"
"20151","02808175",50,0,"1",.,"A"
"20151","02808185",37,0,"1",.,"A"
"20151","02808235",46,0,"1",.,"A"
"20151","02808255",28,0,"1",.,"A"
"20151","02808275",38,0,"1",.,"A"
"20151","02808285",29,0,"1",.,"A"
"20151","02808335",15,0,"1",.,"A"
"20151","02808355",95,0,"1",.,"A"
"20151","02808385",25,0,"1",100,"D"
"20151","02808395",22,0,"1",.,"A"
"20151","02808445",33,0,"1",.,"A"
"20151","02808545",29,0,"1",.,"A"
"20151","02808565",21,0,"1",.,"A"
"20151","02808585",30,0,"1",.,"A"
"20151","02808615",39,0,"1",.,"A"
"20151","02808635",69,0,"1",.,"A"
"20151","02808685",8,0,"1",.,"A"
"20151","02808715",8,0,"1",.,"A"
"20151","02808735",35,0,"1",.,"A"
"20151","02808785",13,0,"1",.,"A"
"20151","02808825",8,0,"1",.,"A"
"20151","02808865",18,0,"1",.,"A"
"20151","02808895",32,0,"1",.,"A"
"20151","02808985",28,0,"1",.,"A"
"20151","02809005",60,0,"1",.,"A"
"20151","02809085",59,0,"1",.,"A"
"20151","02809115",71,0,"1",45,"D"
"20151","02809175",38,0,"1",.,"A"
"20151","02809205",71,0,"1",.,"A"
"20151","02809215",35,0,"1",.,"A"
"20151","02809245",53,0,"1",.,"A"
"20151","02809265",26,0,"1",.,"A"
"20151","02809315",64,0,"1",.,"A"
"20151","02809325",32,0,"1",.,"A"
"20151","02809345",27,0,"1",.,"A"
"20151","02809375",53,0,"1",.,"A"
"20151","02809385",48,0,"1",.,"A"
"20151","02809395",22,0,"1",.,"A"
"20151","02809405",37,0,"1",.,"A"
"20151","02809475",26,0,"1",.,"A"
"20151","02809505",32,0,"1",.,"A"
"20151","02809575",27,0,"1",.,"A"
"20151","02809615",24,0,"1",.,"A"
"20151","02809705",20,0,"1",.,"A"
"20151","02809755",25,0,"1",.,"A"
"20151","02809785",7,0,"1",.,"A"
"20151","02809815",49,0,"1",.,"A"
"20151","02809855",14,0,"1",.,"A"
"20151","02809875",38,0,"1",.,"A"
"20151","02809945",17,0,"1",.,"A"
"20151","02809975",33,0,"1",.,"A"
"20151","02810005",51,0,"1",.,"A"
"20151","02810035",18,0,"1",.,"A"
"20151","02810075",31,0,"1",.,"A"
"20151","02810175",22,0,"1",.,"A"
"20151","02810185",34,0,"1",.,"A"
"20151","02810285",16,0,"1",.,"A"
"20151","02810455",45,0,"1",10,"D"
"20151","02810465",19,0,"1",.,"A"
"20151","02810515",24,0,"1",.,"A"
"20151","02810545",17,0,"1",.,"A"
"20151","02810575",14,0,"1",.,"A"
"20151","02810635",45,0,"1",.,"A"
"20151","02810645",36,0,"1",15,"D"
"20151","02810765",29,0,"1",.,"A"
"20151","02810815",6,0,"1",.,"A"
"20151","02810835",24,0,"1",.,"A"
"20151","02810845",24,0,"1",.,"A"
"20151","02810865",25,0,"1",.,"A"
"20151","02810885",22,0,"1",.,"A"
"20151","02810895",39,0,"1",.,"A"
"20151","02810925",29,0,"1",.,"A"
"20151","02810945",66,0,"1",.,"A"
"20151","02810975",34,0,"1",.,"A"
"20151","02811015",66,0,"1",.,"A"
"20151","02811055",35,0,"1",.,"A"
"20151","02811075",18,0,"1",.,"A"
"20151","02811085",7,0,"1",.,"A"
"20151","02811115",24,0,"1",.,"A"
"20151","02811145",40,0,"1",.,"A"
"20151","02811155",28,0,"1",.,"A"
"20151","02811165",44,0,"1",.,"A"
"20151","02811195",19,0,"1",.,"A"
"20151","02811205",8,0,"1",.,"A"
"20151","02811225",14,0,"1",.,"A"
"20151","02811265",37,0,"1",.,"A"
"20151","02811285",30,0,"1",.,"A"
"20151","02811295",66,0,"1",.,"A"
"20151","02811395",34,0,"1",.,"A"
"20151","02811415",57,0,"1",.,"A"
"20151","02811555",40,0,"1",.,"A"
"20151","02811655",55,0,"1",.,"A"
"20151","02811715",6,0,"1",.,"A"
"20151","02811735",19,0,"1",.,"A"
"20151","02811785",39,0,"1",.,"A"
"20151","02811805",35,0,"1",.,"A"
"20151","02811815",28,0,"1",.,"A"
"20151","02811835",67,0,"1",.,"A"
"20151","02811875",40,0,"1",.,"A"
"20151","02811885",42,0,"1",.,"A"
"20151","02811905",28,0,"1",30,"D"
"20151","02811975",64,0,"1",.,"A"
"20151","02811995",24,0,"1",.,"A"
"20151","02812005",9,0,"1",.,"A"
"20151","02812015",32,0,"1",.,"A"
"20151","02812055",58,0,"1",.,"A"
"20151","02812065",13,0,"1",.,"A"
"20151","02812075",30,0,"1",.,"A"
"20151","02812135",6,0,"1",.,"A"
"20151","02812225",31,0,"1",.,"A"
"20151","02812235",9,0,"1",.,"A"
"20151","02812245",53,0,"1",.,"A"
"20151","02812285",28,0,"1",.,"A"
"20151","02812315",85,0,"1",.,"A"
"20151","02812385",49,0,"1",.,"A"
"20151","02812405",60,0,"1",.,"A"
"20151","02812435",51,0,"1",.,"A"
"20151","02812475",27,0,"1",.,"A"
"20151","02812545",20,0,"1",.,"A"
"20151","02812635",10,0,"1",.,"A"
"20151","02812655",44,0,"1",.,"A"
"20151","02812675",38,0,"1",.,"A"
"20151","02812735",52,0,"1",.,"A"
"20151","02812795",23,0,"1",.,"A"
"20151","02812805",49,0,"1",.,"A"
"20151","02812875",29,0,"1",.,"A"
"20151","02812895",25,0,"1",.,"A"
"20151","02812945",67,0,"1",.,"A"
"20151","02812955",32,0,"1",.,"A"
"20151","02813035",42,0,"1",.,"A"
"20151","02813045",25,0,"1",.,"A"
"20151","02813075",54,0,"1",.,"A"
"20151","02813105",22,0,"1",.,"A"
"20151","02813155",30,0,"1",.,"A"
"20151","02813185",31,0,"1",.,"A"
"20151","02813215",31,0,"1",.,"A"
"20151","02813285",32,0,"1",.,"A"
"20151","02813315",21,0,"1",0,"D"
"20151","02813325",17,0,"1",.,"A"
"20151","02813395",10,0,"1",.,"A"
"20151","02813425",29,0,"1",.,"A"
"20151","02813465",74,0,"1",.,"A"
"20151","02813535",20,0,"1",.,"A"
"20151","02813545",23,0,"1",.,"A"
"20151","02813555",64,0,"1",.,"A"
"20151","02813585",17,0,"1",.,"A"
"20151","02813605",51,0,"1",.,"A"
"20151","02813615",16,0,"1",.,"A"
"20151","02813625",23,0,"1",.,"A"
"20151","02813635",10,0,"1",.,"A"
"20151","02813665",55,0,"1",.,"A"
"20151","02813695",24,0,"1",.,"A"
"20151","02813725",25,0,"1",.,"A"
"20151","02813745",23,0,"1",.,"A"
"20151","02813755",39,0,"1",.,"A"
"20151","02813775",60,0,"1",.,"A"
"20151","02813805",34,0,"1",.,"A"
"20151","02813825",37,0,"1",.,"A"
"20151","02813885",32,0,"1",.,"A"
"20151","02813895",32,0,"1",.,"A"
"20151","02813925",51,0,"1",.,"A"
"20151","02813945",36,0,"1",.,"A"
"20151","02813955",12,0,"1",.,"A"
"20151","02813975",44,0,"1",.,"A"
"20151","02814015",41,0,"1",.,"A"
"20151","02814135",61,0,"1",.,"A"
"20151","02814155",47,0,"1",.,"A"
"20151","02814205",48,0,"1",.,"A"
"20151","02814245",34,0,"1",.,"A"
"20151","02836284",22,0,"1",.,"A"
"20151","02836304",35,0,"1",.,"A"
"20151","02836404",22,0,"1",.,"A"
"20151","02836414",30,0,"1",.,"A"
"20151","02836574",26,0,"1",.,"A"
"20151","02836634",43,0,"1",.,"A"
"20151","02836644",30,0,"1",.,"A"
"20151","02836674",21,0,"1",.,"A"
"20151","02836694",12,0,"1",70,"D"
"20151","02836734",27,0,"1",.,"A"
"20151","02836764",44,0,"1",.,"A"
"20151","02836794",9,0,"1",.,"A"
"20151","02836824",13,0,"1",.,"A"
"20151","02836864",34,0,"1",.,"A"
"20151","02836884",20,0,"1",.,"A"
"20151","02836944",18,0,"1",.,"A"
"20151","02836994",13,0,"1",.,"A"
"20151","02837004",18,0,"1",.,"A"
"20151","02837054",20,0,"1",.,"A"
"20151","02837154",30,0,"1",.,"A"
"20151","02837174",26,0,"1",.,"A"
"20151","02837214",59,0,"1",.,"A"
"20151","02837244",31,0,"1",.,"A"
"20151","02837294",27,0,"1",.,"A"
"20151","02837374",17,0,"1",.,"A"
"20151","02837394",44,0,"1",.,"A"
"20151","02837424",37,0,"1",.,"A"
"20151","02837444",24,0,"1",.,"A"
"20151","02837454",56,0,"1",.,"A"
"20151","02837524",39,0,"1",.,"A"
"20151","02837584",8,0,"1",.,"A"
"20151","02837645",24,0,"1",.,"A"
"20151","02837704",32,0,"1",.,"A"
"20151","02837794",29,0,"1",.,"A"
"20151","02837844",34,0,"1",.,"A"
"20151","02837884",25,0,"1",.,"A"
"20151","02837924",44,0,"1",.,"A"
"20151","02837934",46,0,"1",.,"A"
"20151","02837954",4,0,"1",.,"A"
"20151","02837974",23,0,"1",.,"A"
"20151","02837984",43,0,"1",.,"A"
"20151","02838025",27,0,"1",.,"A"
"20151","02838084",21,0,"1",.,"A"
"20151","02838144",27,0,"1",.,"A"
"20151","02838164",25,0,"1",.,"A"
"20151","02838174",42,0,"1",.,"A"
"20151","02838244",20,0,"1",.,"A"
"20151","02838254",78,0,"1",.,"A"
"20151","02838274",31,0,"1",.,"A"
"20151","02838284",31,0,"1",.,"A"
"20151","02838324",34,0,"1",.,"A"
"20151","02838354",34,0,"1",.,"A"
"20151","02838364",22,0,"1",.,"A"
"20151","02838374",21,0,"1",.,"A"
"20151","02838384",41,0,"1",.,"A"
"20151","02838454",7,0,"1",.,"A"
"20151","02838474",33,0,"1",.,"A"
"20151","02838544",47,0,"1",.,"A"
"20151","02838554",29,0,"1",.,"A"
"20151","02838584",22,0,"1",.,"A"
"20151","02838624",31,0,"1",.,"A"
"20151","02838634",67,0,"1",.,"A"
"20151","02838654",47,0,"1",.,"A"
